transaction_id,property_id,transaction_date,transaction_price,transaction_type,agent_id,title,property_type,bedrooms,bathrooms,size_sqm,location_id,listing_price,status,listed_date,Listed_date,neighborhood,city,state,avg_price_per_sqm,price_per_sqm,transaction_year,transaction_of_month,price_hold
389,187,2024-06-29,126349718,Rent,1016,Duplex in D-Line,Residential,3,5,218,10,124398359,Rented,2024-04-07,2024-04-07,D-Line,Port Harcourt,Rivers,620000,579585.8623853211,2024,June,-1951359
390,188,2023-10-10,61198988,Lease,1025,Commercial in Diobu,Commercial,0,3,146,9,63636924,Sold,2023-01-29,2023-01-29,Diobu,Port Harcourt,Rivers,350000,419171.1506849315,2023,October,2437936
391,188,2023-11-23,72299818,Rent,1029,Commercial in Diobu,Commercial,0,3,146,9,63636924,Sold,2023-01-29,2023-01-29,Diobu,Port Harcourt,Rivers,350000,495204.23287671234,2023,November,-8662894
392,188,2024-08-28,60729658,Lease,1015,Commercial in Diobu,Commercial,0,3,146,9,63636924,Sold,2023-01-29,2023-01-29,Diobu,Port Harcourt,Rivers,350000,415956.5616438356,2024,August,2907266
393,189,2025-06-20,667353288,Rent,1028,Land in GRA Phase 1,Land,0,0,765,1,672548912,Rented,2024-06-20,2024-06-20,GRA Phase 1,Port Harcourt,Rivers,850000,872357.2392156862,2025,June,5195624
394,189,2026-05-11,765625214,Sale,1022,Land in GRA Phase 1,Land,0,0,765,1,672548912,Rented,2024-06-20,2024-06-20,GRA Phase 1,Port Harcourt,Rivers,850000,1000817.2732026144,2026,May,-93076302
395,190,2026-06-16,158768096,Rent,1004,Commercial in Old GRA,Commercial,0,3,155,3,147239866,Available,2025-08-23,2025-08-23,Old GRA,Port Harcourt,Rivers,800000,1024310.2967741935,2026,June,-11528230
396,190,2026-11-20,155315502,Rent,1022,Commercial in Old GRA,Commercial,0,3,155,3,147239866,Available,2025-08-23,2025-08-23,Old GRA,Port Harcourt,Rivers,800000,1002035.4967741936,2026,November,-8075636
397,190,2027-03-06,175092389,Rent,1029,Commercial in Old GRA,Commercial,0,3,155,3,147239866,Available,2025-08-23,2025-08-23,Old GRA,Port Harcourt,Rivers,800000,1129628.3161290323,2027,March,-27852523
398,191,2024-10-15,261469469,Sale,1017,Duplex in Rumuokoro,Residential,4,2,417,4,244825795,Rented,2024-09-10,2024-09-10,Rumuokoro,Obio-Akpor,Rivers,450000,627025.1055155875,2024,October,-16643674
399,192,2023-07-10,118879744,Lease,1011,Commercial in GRA Phase 1,Commercial,0,1,171,1,126843079,Sold,2023-03-18,2023-03-18,GRA Phase 1,Port Harcourt,Rivers,850000,695203.1812865497,2023,July,7963335
400,192,2023-12-29,118647755,Sale,1018,Commercial in GRA Phase 1,Commercial,0,1,171,1,126843079,Sold,2023-03-18,2023-03-18,GRA Phase 1,Port Harcourt,Rivers,850000,693846.5204678363,2023,December,8195324
401,193,2026-06-04,78430296,Lease,1026,Commercial in Town,Commercial,0,1,149,12,83602709,Available,2026-01-05,2026-01-05,Town,Port Harcourt,Rivers,580000,526377.8255033557,2026,June,5172413
402,193,2026-08-18,96869129,Lease,1011,Commercial in Town,Commercial,0,1,149,12,83602709,Available,2026-01-05,2026-01-05,Town,Port Harcourt,Rivers,580000,650128.3825503356,2026,August,-13266420
403,194,2027-01-10,291209756,Lease,1014,Commercial in GRA Phase 2,Commercial,0,4,289,2,315132437,Sold,2026-01-11,2026-01-11,GRA Phase 2,Port Harcourt,Rivers,920000,1007646.214532872,2027,January,23922681
404,194,2027-11-17,285174349,Sale,1026,Commercial in GRA Phase 2,Commercial,0,4,289,2,315132437,Sold,2026-01-11,2026-01-11,GRA Phase 2,Port Harcourt,Rivers,920000,986762.4532871973,2027,November,29958088
405,195,2026-09-20,53487480,Rent,1018,Flat in Rumuodara,Residential,4,3,143,5,54024619,Rented,2025-09-29,2025-09-29,Rumuodara,Obio-Akpor,Rivers,420000,374038.3216783217,2026,September,537139
406,195,2027-06-10,61553583,Lease,1027,Flat in Rumuodara,Residential,4,3,143,5,54024619,Rented,2025-09-29,2025-09-29,Rumuodara,Obio-Akpor,Rivers,420000,430444.63636363635,2027,June,-7528964
407,195,2027-11-01,59357317,Lease,1018,Flat in Rumuodara,Residential,4,3,143,5,54024619,Rented,2025-09-29,2025-09-29,Rumuodara,Obio-Akpor,Rivers,420000,415086.1328671329,2027,November,-5332698
408,196,2024-12-17,138365223,Lease,1023,Commercial in GRA Phase 2,Commercial,0,3,116,2,127545376,Sold,2024-03-20,2024-03-20,GRA Phase 2,Port Harcourt,Rivers,920000,1192803.646551724,2024,December,-10819847
409,196,2025-03-06,143142502,Sale,1001,Commercial in GRA Phase 2,Commercial,0,3,116,2,127545376,Sold,2024-03-20,2024-03-20,GRA Phase 2,Port Harcourt,Rivers,920000,1233987.0862068965,2025,March,-15597126
410,196,2026-02-23,151422179,Lease,1018,Commercial in GRA Phase 2,Commercial,0,3,116,2,127545376,Sold,2024-03-20,2024-03-20,GRA Phase 2,Port Harcourt,Rivers,920000,1305363.6120689656,2026,February,-23876803
411,197,2025-04-16,202805836,Sale,1016,Commercial in GRA Phase 1,Commercial,0,2,285,1,217946828,Rented,2025-01-22,2025-01-22,GRA Phase 1,Port Harcourt,Rivers,850000,711599.4245614035,2025,April,15140992
412,197,2025-12-11,204646833,Rent,1007,Commercial in GRA Phase 1,Commercial,0,2,285,1,217946828,Rented,2025-01-22,2025-01-22,GRA Phase 1,Port Harcourt,Rivers,850000,718059.0631578948,2025,December,13299995
413,197,2026-07-30,209798022,Sale,1023,Commercial in GRA Phase 1,Commercial,0,2,285,1,217946828,Rented,2025-01-22,2025-01-22,GRA Phase 1,Port Harcourt,Rivers,850000,736133.4105263158,2026,July,8148806
414,198,2023-10-31,164972502,Rent,1019,Duplex in Ada George,Residential,3,5,321,8,145590851,Sold,2023-09-08,2023-09-08,Ada George,Obio-Akpor,Rivers,480000,513933.02803738316,2023,October,-19381651
415,198,2024-07-17,148113597,Rent,1017,Duplex in Ada George,Residential,3,5,321,8,145590851,Sold,2023-09-08,2023-09-08,Ada George,Obio-Akpor,Rivers,480000,461413.07476635516,2024,July,-2522746
416,199,2026-06-08,467652203,Sale,1018,Land in Ada George,Land,0,0,978,8,448809476,Available,2026-05-07,2026-05-07,Ada George,Obio-Akpor,Rivers,480000,478171.9867075665,2026,June,-18842727
417,199,2027-05-03,496782766,Rent,1025,Land in Ada George,Land,0,0,978,8,448809476,Available,2026-05-07,2026-05-07,Ada George,Obio-Akpor,Rivers,480000,507957.83844580775,2027,May,-47973290
418,200,2024-08-06,992224925,Sale,1004,Land in GRA Phase 2,Land,0,0,1105,2,1033632704,Rented,2023-09-15,2023-09-15,GRA Phase 2,Port Harcourt,Rivers,920000,897941.1085972851,2024,August,41407779
419,201,2025-02-03,195312111,Rent,1029,Flat in GRA Phase 1,Residential,1,1,166,1,173916852,Rented,2024-02-29,2024-02-29,GRA Phase 1,Port Harcourt,Rivers,850000,1176578.9819277108,2025,February,-21395259
420,201,2026-01-10,200271934,Sale,1009,Flat in GRA Phase 1,Residential,1,1,166,1,173916852,Rented,2024-02-29,2024-02-29,GRA Phase 1,Port Harcourt,Rivers,850000,1206457.4337349397,2026,January,-26355082
421,201,2026-08-03,206502335,Lease,1026,Flat in GRA Phase 1,Residential,1,1,166,1,173916852,Rented,2024-02-29,2024-02-29,GRA Phase 1,Port Harcourt,Rivers,850000,1243989.969879518,2026,August,-32585483
422,202,2027-04-08,125501641,Rent,1017,Flat in GRA Phase 2,Residential,2,1,102,2,116097373,Available,2026-05-05,2026-05-05,GRA Phase 2,Port Harcourt,Rivers,920000,1230408.2450980393,2027,April,-9404268
423,202,2028-02-12,131076354,Rent,1024,Flat in GRA Phase 2,Residential,2,1,102,2,116097373,Available,2026-05-05,2026-05-05,GRA Phase 2,Port Harcourt,Rivers,920000,1285062.294117647,2028,February,-14978981
424,203,2024-01-02,342026184,Rent,1023,Duplex in GRA Phase 2,Residential,4,3,308,2,353989438,Rented,2023-08-14,2023-08-14,GRA Phase 2,Port Harcourt,Rivers,920000,1110474.6233766233,2024,January,11963254
425,203,2024-07-26,404300740,Sale,1023,Duplex in GRA Phase 2,Residential,4,3,308,2,353989438,Rented,2023-08-14,2023-08-14,GRA Phase 2,Port Harcourt,Rivers,920000,1312664.7402597403,2024,July,-50311302
426,203,2024-11-24,386671563,Rent,1021,Duplex in GRA Phase 2,Residential,4,3,308,2,353989438,Rented,2023-08-14,2023-08-14,GRA Phase 2,Port Harcourt,Rivers,920000,1255427.1525974027,2024,November,-32682125
427,204,2024-11-28,214763744,Rent,1019,Land in Woji,Land,0,0,434,7,204668580,Rented,2024-05-02,2024-05-02,Woji,Obio-Akpor,Rivers,550000,494847.33640552993,2024,November,-10095164
428,205,2026-01-10,172099940,Rent,1010,Duplex in Town,Residential,3,3,315,12,160081650,Rented,2025-05-12,2025-05-12,Town,Port Harcourt,Rivers,580000,546349.0158730159,2026,January,-12018290
429,205,2026-09-13,189029693,Rent,1004,Duplex in Town,Residential,3,3,315,12,160081650,Rented,2025-05-12,2025-05-12,Town,Port Harcourt,Rivers,580000,600094.2634920635,2026,September,-28948043
430,205,2026-12-26,156554731,Sale,1007,Duplex in Town,Residential,3,3,315,12,160081650,Rented,2025-05-12,2025-05-12,Town,Port Harcourt,Rivers,580000,496999.14603174606,2026,December,3526919
431,206,2025-12-30,858222985,Sale,1027,Land in GRA Phase 1,Land,0,0,1063,1,796731432,Sold,2025-07-07,2025-07-07,GRA Phase 1,Port Harcourt,Rivers,850000,807359.3461900282,2025,December,-61491553
432,207,2023-08-11,385570666,Sale,1012,Land in Rumuodara,Land,0,0,762,5,352658267,Rented,2023-03-30,2023-03-30,Rumuodara,Obio-Akpor,Rivers,420000,505998.249343832,2023,August,-32912399
433,207,2023-11-01,397409368,Rent,1024,Land in Rumuodara,Land,0,0,762,5,352658267,Rented,2023-03-30,2023-03-30,Rumuodara,Obio-Akpor,Rivers,420000,521534.6036745407,2023,November,-44751101
434,208,2026-03-29,89603250,Sale,1017,Duplex in Borokiri,Residential,6,2,211,11,85410270,Sold,2025-04-02,2025-04-02,Borokiri,Port Harcourt,Rivers,300000,424659.95260663505,2026,March,-4192980
435,209,2025-12-21,960625765,Sale,1030,Land in GRA Phase 2,Land,0,0,802,2,889983093,Available,2025-06-27,2025-06-27,GRA Phase 2,Port Harcourt,Rivers,920000,1197787.7369077306,2025,December,-70642672
436,209,2026-08-21,1033041310,Rent,1011,Land in GRA Phase 2,Land,0,0,802,2,889983093,Available,2025-06-27,2025-06-27,GRA Phase 2,Port Harcourt,Rivers,920000,1288081.433915212,2026,August,-143058217
437,209,2026-10-17,900405059,Lease,1007,Land in GRA Phase 2,Land,0,0,802,2,889983093,Available,2025-06-27,2025-06-27,GRA Phase 2,Port Harcourt,Rivers,920000,1122699.5748129676,2026,October,-10421966
438,210,2023-10-07,656059430,Rent,1023,Land in Old GRA,Land,0,0,629,3,580767631,Available,2023-05-15,2023-05-15,Old GRA,Port Harcourt,Rivers,800000,1043019.7615262321,2023,October,-75291799
439,210,2024-09-02,634506850,Rent,1007,Land in Old GRA,Land,0,0,629,3,580767631,Available,2023-05-15,2023-05-15,Old GRA,Port Harcourt,Rivers,800000,1008754.9284578697,2024,September,-53739219
440,211,2026-11-20,290893771,Rent,1003,Duplex in Old GRA,Residential,5,5,330,3,284290435,Sold,2026-05-24,2026-05-24,Old GRA,Port Harcourt,Rivers,800000,881496.2757575758,2026,November,-6603336
441,212,2026-11-23,531390922,Sale,1014,Land in Rumuodara,Land,0,0,1112,5,560863529,Rented,2026-02-03,2026-02-03,Rumuodara,Obio-Akpor,Rivers,420000,477869.5341726619,2026,November,29472607
442,213,2025-08-01,65202770,Lease,1001,Flat in Rumuokoro,Residential,4,3,117,4,68131496,Sold,2025-04-27,2025-04-27,Rumuokoro,Obio-Akpor,Rivers,450000,557288.6324786325,2025,August,2928726
443,213,2025-11-18,64133406,Lease,1020,Flat in Rumuokoro,Residential,4,3,117,4,68131496,Sold,2025-04-27,2025-04-27,Rumuokoro,Obio-Akpor,Rivers,450000,548148.7692307692,2025,November,3998090
444,214,2025-09-12,232209059,Lease,1016,Commercial in Woji,Commercial,0,4,312,7,208460753,Sold,2024-10-02,2024-10-02,Woji,Obio-Akpor,Rivers,550000,744259.8044871795,2025,September,-23748306
445,214,2026-07-20,221278942,Rent,1011,Commercial in Woji,Commercial,0,4,312,7,208460753,Sold,2024-10-02,2024-10-02,Woji,Obio-Akpor,Rivers,550000,709227.3782051282,2026,July,-12818189
446,214,2026-11-21,236999644,Rent,1006,Commercial in Woji,Commercial,0,4,312,7,208460753,Sold,2024-10-02,2024-10-02,Woji,Obio-Akpor,Rivers,550000,759614.2435897436,2026,November,-28538891
447,215,2026-04-22,231823380,Sale,1029,Duplex in Old GRA,Residential,5,4,258,3,246319930,Available,2025-08-29,2025-08-29,Old GRA,Port Harcourt,Rivers,800000,898540.2325581395,2026,April,14496550
448,215,2026-11-07,245698103,Lease,1007,Duplex in Old GRA,Residential,5,4,258,3,246319930,Available,2025-08-29,2025-08-29,Old GRA,Port Harcourt,Rivers,800000,952318.2286821705,2026,November,621827
449,215,2027-10-19,276295553,Rent,1027,Duplex in Old GRA,Residential,5,4,258,3,246319930,Available,2025-08-29,2025-08-29,Old GRA,Port Harcourt,Rivers,800000,1070912.996124031,2027,October,-29975623
450,216,2025-07-07,340336525,Lease,1015,Land in Diobu,Land,0,0,1151,9,359617015,Available,2025-06-03,2025-06-03,Diobu,Port Harcourt,Rivers,350000,295687.6846220678,2025,July,19280490
451,216,2026-06-30,383147752,Rent,1008,Land in Diobu,Land,0,0,1151,9,359617015,Available,2025-06-03,2025-06-03,Diobu,Port Harcourt,Rivers,350000,332882.4952215465,2026,June,-23530737
452,216,2027-01-10,391466640,Sale,1013,Land in Diobu,Land,0,0,1151,9,359617015,Available,2025-06-03,2025-06-03,Diobu,Port Harcourt,Rivers,350000,340110.02606429195,2027,January,-31849625
453,217,2025-10-12,183232804,Rent,1027,Duplex in Ada George,Residential,4,2,348,8,197943507,Sold,2025-04-21,2025-04-21,Ada George,Obio-Akpor,Rivers,480000,526531.0459770114,2025,October,14710703
454,217,2026-08-01,231132175,Lease,1016,Duplex in Ada George,Residential,4,2,348,8,197943507,Sold,2025-04-21,2025-04-21,Ada George,Obio-Akpor,Rivers,480000,664172.9166666666,2026,August,-33188668
455,217,2027-07-30,198611232,Rent,1003,Duplex in Ada George,Residential,4,2,348,8,197943507,Sold,2025-04-21,2025-04-21,Ada George,Obio-Akpor,Rivers,480000,570721.9310344828,2027,July,-667725
456,218,2025-10-22,162917667,Rent,1003,Commercial in Woji,Commercial,0,1,247,7,156255355,Available,2024-12-21,2024-12-21,Woji,Obio-Akpor,Rivers,550000,659585.6963562754,2025,October,-6662312
457,219,2023-12-27,101966901,Lease,1027,Flat in Town,Residential,2,1,144,12,91128229,Sold,2023-08-10,2023-08-10,Town,Port Harcourt,Rivers,580000,708103.4791666666,2023,December,-10838672
458,219,2024-10-27,100235783,Rent,1025,Flat in Town,Residential,2,1,144,12,91128229,Sold,2023-08-10,2023-08-10,Town,Port Harcourt,Rivers,580000,696081.8263888889,2024,October,-9107554
459,219,2025-01-01,100854520,Sale,1001,Flat in Town,Residential,2,1,144,12,91128229,Sold,2023-08-10,2023-08-10,Town,Port Harcourt,Rivers,580000,700378.6111111111,2025,January,-9726291
460,220,2026-04-12,295523110,Sale,1006,Duplex in GRA Phase 1,Residential,3,4,295,1,314342879,Rented,2026-02-22,2026-02-22,GRA Phase 1,Port Harcourt,Rivers,850000,1001773.2542372881,2026,April,18819769
461,220,2027-02-21,311775378,Sale,1030,Duplex in GRA Phase 1,Residential,3,4,295,1,314342879,Rented,2026-02-22,2026-02-22,GRA Phase 1,Port Harcourt,Rivers,850000,1056865.6881355932,2027,February,2567501
462,221,2025-03-18,1188757442,Lease,1011,Land in GRA Phase 2,Land,0,0,923,2,1116256608,Available,2024-07-01,2024-07-01,GRA Phase 2,Port Harcourt,Rivers,920000,1287927.889490791,2025,March,-72500834
463,221,2025-06-16,1142950115,Rent,1024,Land in GRA Phase 2,Land,0,0,923,2,1116256608,Available,2024-07-01,2024-07-01,GRA Phase 2,Port Harcourt,Rivers,920000,1238299.1495124593,2025,June,-26693507
464,222,2025-10-21,99002553,Sale,1012,Flat in Town,Residential,3,2,149,12,106400715,Sold,2024-11-26,2024-11-26,Town,Port Harcourt,Rivers,580000,664446.6644295302,2025,October,7398162
465,222,2026-01-13,112624747,Rent,1010,Flat in Town,Residential,3,2,149,12,106400715,Sold,2024-11-26,2024-11-26,Town,Port Harcourt,Rivers,580000,755870.7852348994,2026,January,-6224032
466,222,2026-07-06,130193234,Lease,1013,Flat in Town,Residential,3,2,149,12,106400715,Sold,2024-11-26,2024-11-26,Town,Port Harcourt,Rivers,580000,873780.0939597315,2026,July,-23792519
467,223,2026-04-19,545083718,Rent,1008,Land in GRA Phase 1,Land,0,0,485,1,529712950,Rented,2026-03-05,2026-03-05,GRA Phase 1,Port Harcourt,Rivers,850000,1123883.9546391752,2026,April,-15370768
468,223,2026-12-05,580691696,Rent,1010,Land in GRA Phase 1,Land,0,0,485,1,529712950,Rented,2026-03-05,2026-03-05,GRA Phase 1,Port Harcourt,Rivers,850000,1197302.4659793815,2026,December,-50978746
469,223,2027-03-18,559869091,Rent,1021,Land in GRA Phase 1,Land,0,0,485,1,529712950,Rented,2026-03-05,2026-03-05,GRA Phase 1,Port Harcourt,Rivers,850000,1154369.2597938145,2027,March,-30156141
470,224,2024-01-11,136511867,Sale,1004,Commercial in Town,Commercial,0,1,172,12,121755536,Available,2023-03-04,2023-03-04,Town,Port Harcourt,Rivers,580000,793673.6453488372,2024,January,-14756331
471,225,2024-10-19,59028251,Rent,1003,Flat in Ada George,Residential,4,3,113,8,58406873,Sold,2023-11-19,2023-11-19,Ada George,Obio-Akpor,Rivers,480000,522373.90265486727,2024,October,-621378
472,225,2025-05-13,57171037,Rent,1028,Flat in Ada George,Residential,4,3,113,8,58406873,Sold,2023-11-19,2023-11-19,Ada George,Obio-Akpor,Rivers,480000,505938.38053097343,2025,May,1235836
473,225,2025-09-02,58569556,Rent,1027,Flat in Ada George,Residential,4,3,113,8,58406873,Sold,2023-11-19,2023-11-19,Ada George,Obio-Akpor,Rivers,480000,518314.65486725664,2025,September,-162683
474,226,2023-08-12,112931532,Rent,1028,Duplex in Woji,Residential,5,2,206,7,105118601,Rented,2023-04-12,2023-04-12,Woji,Obio-Akpor,Rivers,550000,548211.3203883495,2023,August,-7812931
475,227,2026-02-08,608714793,Sale,1010,Land in GRA Phase 2,Land,0,0,578,2,569810877,Sold,2025-05-18,2025-05-18,GRA Phase 2,Port Harcourt,Rivers,920000,1053139.7802768166,2026,February,-38903916
476,227,2026-07-16,562430098,Rent,1019,Land in GRA Phase 2,Land,0,0,578,2,569810877,Sold,2025-05-18,2025-05-18,GRA Phase 2,Port Harcourt,Rivers,920000,973062.4532871973,2026,July,7380779
477,227,2027-01-31,615139024,Rent,1021,Land in GRA Phase 2,Land,0,0,578,2,569810877,Sold,2025-05-18,2025-05-18,GRA Phase 2,Port Harcourt,Rivers,920000,1064254.3667820068,2027,January,-45328147
478,228,2026-10-28,96422871,Sale,1011,Commercial in Rumuokoro,Commercial,0,4,239,4,103009721,Available,2025-11-15,2025-11-15,Rumuokoro,Obio-Akpor,Rivers,450000,403442.9748953975,2026,October,6586850
479,228,2027-05-14,112497979,Lease,1023,Commercial in Rumuokoro,Commercial,0,4,239,4,103009721,Available,2025-11-15,2025-11-15,Rumuokoro,Obio-Akpor,Rivers,450000,470702.8410041841,2027,May,-9488258
480,229,2027-03-15,193970949,Lease,1014,Duplex in Rumuola,Residential,6,2,325,6,193230203,Sold,2026-04-29,2026-04-29,Rumuola,Obio-Akpor,Rivers,500000,596833.6892307692,2027,March,-740746
481,229,2027-09-21,188120722,Sale,1023,Duplex in Rumuola,Residential,6,2,325,6,193230203,Sold,2026-04-29,2026-04-29,Rumuola,Obio-Akpor,Rivers,500000,578832.9907692308,2027,September,5109481
482,229,2028-05-31,199700205,Lease,1005,Duplex in Rumuola,Residential,6,2,325,6,193230203,Sold,2026-04-29,2026-04-29,Rumuola,Obio-Akpor,Rivers,500000,614462.1692307693,2028,May,-6470002
483,230,2024-01-23,184202701,Lease,1025,Duplex in Diobu,Residential,3,3,382,9,179455192,Available,2023-04-23,2023-04-23,Diobu,Port Harcourt,Rivers,350000,482206.02356020943,2024,January,-4747509
484,230,2024-11-30,171379515,Rent,1020,Duplex in Diobu,Residential,3,3,382,9,179455192,Available,2023-04-23,2023-04-23,Diobu,Port Harcourt,Rivers,350000,448637.47382198955,2024,November,8075677
485,231,2024-09-16,111086078,Sale,1009,Flat in GRA Phase 2,Residential,3,2,87,2,98743328,Sold,2024-06-07,2024-06-07,GRA Phase 2,Port Harcourt,Rivers,920000,1276851.471264368,2024,September,-12342750
486,231,2025-09-01,97519973,Sale,1029,Flat in GRA Phase 2,Residential,3,2,87,2,98743328,Sold,2024-06-07,2024-06-07,GRA Phase 2,Port Harcourt,Rivers,920000,1120919.2298850575,2025,September,1223355
487,232,2024-12-13,172316082,Rent,1019,Duplex in Diobu,Residential,3,2,434,9,185850722,Available,2023-12-26,2023-12-26,Diobu,Port Harcourt,Rivers,350000,397041.66359447007,2024,December,13534640
488,232,2025-11-10,183771265,Sale,1018,Duplex in Diobu,Residential,3,2,434,9,185850722,Available,2023-12-26,2023-12-26,Diobu,Port Harcourt,Rivers,350000,423436.0944700461,2025,November,2079457
489,232,2026-09-12,196267004,Sale,1012,Duplex in Diobu,Residential,3,2,434,9,185850722,Available,2023-12-26,2023-12-26,Diobu,Port Harcourt,Rivers,350000,452228.1198156682,2026,September,-10416282
490,233,2025-06-22,351687349,Rent,1017,Commercial in GRA Phase 2,Commercial,0,2,356,2,369888571,Available,2024-12-26,2024-12-26,GRA Phase 2,Port Harcourt,Rivers,920000,987885.8117977529,2025,June,18201222
491,233,2026-01-24,378827060,Rent,1008,Commercial in GRA Phase 2,Commercial,0,2,356,2,369888571,Available,2024-12-26,2024-12-26,GRA Phase 2,Port Harcourt,Rivers,920000,1064120.9550561798,2026,January,-8938489
492,233,2027-01-03,419680261,Rent,1005,Commercial in GRA Phase 2,Commercial,0,2,356,2,369888571,Available,2024-12-26,2024-12-26,GRA Phase 2,Port Harcourt,Rivers,920000,1178877.1376404495,2027,January,-49791690
493,234,2024-04-23,183244560,Rent,1028,Commercial in Town,Commercial,0,1,323,12,160994519,Sold,2023-06-09,2023-06-09,Town,Port Harcourt,Rivers,580000,567320.6191950465,2024,April,-22250041
494,235,2025-05-19,566191368,Sale,1008,Commercial in GRA Phase 2,Commercial,0,4,463,2,498403372,Available,2024-08-15,2024-08-15,GRA Phase 2,Port Harcourt,Rivers,920000,1222875.5248380129,2025,May,-67787996
495,235,2025-10-14,491886900,Lease,1008,Commercial in GRA Phase 2,Commercial,0,4,463,2,498403372,Available,2024-08-15,2024-08-15,GRA Phase 2,Port Harcourt,Rivers,920000,1062390.7127429806,2025,October,6516472
496,235,2026-02-26,538378244,Lease,1013,Commercial in GRA Phase 2,Commercial,0,4,463,2,498403372,Available,2024-08-15,2024-08-15,GRA Phase 2,Port Harcourt,Rivers,920000,1162803.9827213823,2026,February,-39974872
497,236,2025-09-22,196628263,Rent,1011,Commercial in GRA Phase 1,Commercial,0,1,266,1,211615263,Rented,2025-07-31,2025-07-31,GRA Phase 1,Port Harcourt,Rivers,850000,739203.9962406015,2025,September,14987000
498,236,2026-07-15,223340207,Lease,1027,Commercial in GRA Phase 1,Commercial,0,1,266,1,211615263,Rented,2025-07-31,2025-07-31,GRA Phase 1,Port Harcourt,Rivers,850000,839624.8383458647,2026,July,-11724944
499,237,2027-02-23,83648217,Lease,1021,Duplex in Diobu,Residential,3,5,234,9,79578809,Sold,2026-04-21,2026-04-21,Diobu,Port Harcourt,Rivers,350000,357471.0128205128,2027,February,-4069408
500,237,2028-01-19,86691058,Sale,1017,Duplex in Diobu,Residential,3,5,234,9,79578809,Sold,2026-04-21,2026-04-21,Diobu,Port Harcourt,Rivers,350000,370474.6068376068,2028,January,-7112249
501,237,2028-06-11,84573467,Lease,1027,Duplex in Diobu,Residential,3,5,234,9,79578809,Sold,2026-04-21,2026-04-21,Diobu,Port Harcourt,Rivers,350000,361425.0726495726,2028,June,-4994658
502,238,2025-08-29,356479329,Sale,1017,Land in Diobu,Land,0,0,705,9,317138449,Available,2024-11-26,2024-11-26,Diobu,Port Harcourt,Rivers,350000,505644.4382978723,2025,August,-39340880
503,238,2026-05-11,324570370,Sale,1017,Land in Diobu,Land,0,0,705,9,317138449,Available,2024-11-26,2024-11-26,Diobu,Port Harcourt,Rivers,350000,460383.5035460993,2026,May,-7431921
504,239,2026-04-07,148630322,Lease,1020,Duplex in Borokiri,Residential,4,2,441,11,154342811,Rented,2025-12-22,2025-12-22,Borokiri,Port Harcourt,Rivers,300000,337030.20861678006,2026,April,5712489
505,240,2024-03-25,108938255,Lease,1024,Flat in GRA Phase 1,Residential,3,2,104,1,107290156,Available,2023-10-30,2023-10-30,GRA Phase 1,Port Harcourt,Rivers,850000,1047483.2211538461,2024,March,-1648099
506,241,2024-09-22,361892078,Rent,1006,Land in Old GRA,Land,0,0,449,3,351291892,Rented,2023-12-22,2023-12-22,Old GRA,Port Harcourt,Rivers,800000,805995.719376392,2024,September,-10600186
507,241,2025-05-20,339538135,Sale,1005,Land in Old GRA,Land,0,0,449,3,351291892,Rented,2023-12-22,2023-12-22,Old GRA,Port Harcourt,Rivers,800000,756209.6547884187,2025,May,11753757
508,241,2025-09-09,362050881,Rent,1002,Land in Old GRA,Land,0,0,449,3,351291892,Rented,2023-12-22,2023-12-22,Old GRA,Port Harcourt,Rivers,800000,806349.4008908686,2025,September,-10758989
509,242,2025-12-05,83332442,Sale,1017,Flat in Old GRA,Residential,1,1,82,3,86962382,Sold,2025-10-08,2025-10-08,Old GRA,Port Harcourt,Rivers,800000,1016249.2926829269,2025,December,3629940
510,243,2026-05-03,362147743,Rent,1024,Commercial in Old GRA,Commercial,0,3,421,3,339517789,Available,2025-06-19,2025-06-19,Old GRA,Port Harcourt,Rivers,800000,860208.4156769597,2026,May,-22629954
511,243,2026-10-25,404164997,Sale,1015,Commercial in Old GRA,Commercial,0,3,421,3,339517789,Available,2025-06-19,2025-06-19,Old GRA,Port Harcourt,Rivers,800000,960011.8693586699,2026,October,-64647208
512,243,2027-07-23,413798202,Sale,1008,Commercial in Old GRA,Commercial,0,3,421,3,339517789,Available,2025-06-19,2025-06-19,Old GRA,Port Harcourt,Rivers,800000,982893.5914489311,2027,July,-74280413
513,244,2024-10-27,196192927,Sale,1020,Commercial in Rumuodara,Commercial,0,4,423,5,177910539,Rented,2024-07-16,2024-07-16,Rumuodara,Obio-Akpor,Rivers,420000,463813.06619385345,2024,October,-18282388
514,244,2025-04-10,178379655,Rent,1011,Commercial in Rumuodara,Commercial,0,4,423,5,177910539,Rented,2024-07-16,2024-07-16,Rumuodara,Obio-Akpor,Rivers,420000,421701.3120567376,2025,April,-469116
515,244,2026-03-11,210671477,Sale,1013,Commercial in Rumuodara,Commercial,0,4,423,5,177910539,Rented,2024-07-16,2024-07-16,Rumuodara,Obio-Akpor,Rivers,420000,498041.31678487,2026,March,-32760938
516,245,2024-11-04,563238655,Rent,1022,Land in Old GRA,Land,0,0,660,3,582736937,Sold,2024-09-27,2024-09-27,Old GRA,Port Harcourt,Rivers,800000,853391.9015151515,2024,November,19498282
517,246,2025-07-16,100571412,Lease,1029,Commercial in Old GRA,Commercial,0,1,129,3,106746860,Available,2024-08-10,2024-08-10,Old GRA,Port Harcourt,Rivers,800000,779623.3488372093,2025,July,6175448
